,Date,US30_relative_change_perc_1,US30_F_relative_change_perc_1,Gold_F_relative_change_perc_1,Silver_F_relative_change_perc_1,Copper_F_relative_change_perc_1,USDHKD_relative_change_perc_1,US30_AD_oscillator,US30_momentum_4,US30_momentum_16,US30_stochastic_K_5,US30_stochastic_K_10,US30_stochastic_K_20,US30_stochastic_K_50,US30_stochastic_D_5_5,US30_williams_R_5,US30_williams_R_10,US30_williams_R_20,US30_williams_R_50
251,2010-06-30,-0.009557838501713531,-0.009555850551766696,0.0010448480951615131,0.005438879913839477,0.004103967168262657,0.0004624574474917597,0.24903275728656704,-378.77999999999884,-165.95999999999913,0.03708059240748285,0.024014661081493117,0.024014661081493117,0.013416036751165287,0.09100849879861403,4.218892045454516,6.792595665249387,2.100520537159361,21.236031574059545
252,2010-07-01,-0.0041685126881790616,-0.004174639067663868,-0.028509301763711112,-0.04439063761097655,-0.011045909561615322,0.0004365634750452703,0.12362463275533793,-411.27999999999884,-166.71999999999937,0.19042373756497394,0.11379555061865655,0.11379555061865655,0.06762340170647703,0.11879903385109905,3.3421783582530686,5.809722905394263,4.156359226763707,17.251638747268903
253,2010-07-02,-0.004700875338951094,-0.004695752245124507,0.004994173464291659,-0.006288601909039772,-0.00034423407917380034,0.0009373033909840082,0.24490578090066994,-452.0400000000008,-486.05000000000115,0.12280253909906193,0.07364467668190709,0.07364467668190709,0.04390122224993754,0.1189072145484356,4.238939505868839,13.519253604749636,1.5652983519079484,10.964933313352246
254,2010-07-06,0.005615524898314897,0.005614498617016847,-0.010353681769237141,-0.0012321478577430422,0.0033898305084745037,-0.0005647179618815893,0.8620429891522726,-126.67999999999849,-467.44999999999885,0.24794814757996705,0.1470571509809509,0.13196032005225453,0.07866446836082294,0.14064647193419527,4.559391165937102,4.282463118674772,1.3874941887494099,14.621662166216641
255,2010-07-07,0.028903598186271768,0.02891093583107386,0.010794400404789977,0.010056179775280814,0.014854827819041053,0.00015408518342566752,0.9761296998965158,244.26000000000028,-172.60999999999873,0.9798195401183668,0.5359549965504435,0.4122713912475515,0.25176062921460396,0.3156149113539705,0.3628504384339845,2.261455012608835,-0.3295089490592046,17.61981239340519
256,2010-07-08,0.01194998433018003,0.011946942401165823,-0.006232859636000998,-0.012064194798007744,-0.006278916060806241,-0.0004750044932856665,1.0081260364842417,406.4599999999992,-265.7800000000006,0.9983445598812636,0.7673530874308951,0.5354649738732854,0.3313126337924109,0.5078677048487267,-1.483556873871549,1.6267755681818132,-0.3740945240869278,4.3952541820993885
257,2010-07-09,0.005928231897438665,0.005928249440219411,0.008672448298865796,0.0071408647140864786,0.004287598944590996,-0.0026717704332634763,0.7531190019193884,511.55000000000115,-211.42999999999847,0.9936335007234662,0.9917089994733188,0.5957197093403014,0.3685945403224283,0.6685096574804251,-2.318969986750393,0.591158914957741,-0.04293355855856114,7.7823051087147785
258,2010-07-12,0.001669732254560208,0.0016766020864380092,-0.006383684297794765,-0.011488539077602784,-0.0019966722129782974,0.0009661088997952216,0.30153137281474096,472.6499999999997,-217.8999999999996,0.9928554884458456,0.9933824014786452,0.614334993468322,0.38011252770568543,0.8425202473497818,-2.845097412967081,-0.10966100303702364,-0.002176033615974129,6.301708633093509
259,2010-07-13,0.014237268229663782,0.014240274039637875,0.006720876203119739,0.01768973214285715,0.004672897196261613,0.00038610535528129237,1.0067272822830653,344.73999999999984,-87.619999999999,0.93324591727262,0.9435412728418408,0.7641043435662972,0.4789074743339627,0.9795798012883123,-2.5356066693451376,-1.6025666534023024,-0.2411203144742393,4.211612187247783
260,2010-07-14,-0.00040883389772979376,-0.0004146176839262629,-0.004290429042904328,0.0015894765689229878,-0.009897723523589657,-0.00027018681488348963,0.3818743563336745,227.7299999999996,-75.69000000000051,0.8942248301420619,0.9482041587901696,0.7678804702808617,0.4901117798796215,0.9624608592930514,-1.1732321490169004,-0.7129801160923819,0.19266394961096864,4.825072886297389
