"Date","Price","Open","High","Low","Vol.","Change %"
"Dec 31, 2021","448.65","445.00","448.80","445.00","5.47M","0.01%"
"Dec 30, 2021","448.60","447.05","450.90","446.25","10.63M","-0.18%"
"Dec 29, 2021","449.40","451.10","453.00","448.30","15.90M","0.38%"
"Dec 24, 2021","447.70","447.65","451.30","447.10","3.14M","-0.04%"
"Dec 23, 2021","447.90","442.75","449.55","442.60","9.26M","0.74%"
"Dec 22, 2021","444.60","441.00","446.01","440.50","15.99M","-0.13%"
"Dec 21, 2021","445.20","441.90","446.50","439.65","28.41M","0.77%"
"Dec 20, 2021","441.80","440.00","445.45","434.00","23.07M","-0.82%"
"Dec 17, 2021","445.45","447.30","449.75","441.80","36.82M","-0.62%"
"Dec 16, 2021","448.25","435.85","449.80","432.30","40.03M","3.69%"
"Dec 15, 2021","432.30","435.50","438.51","432.30","24.36M","-0.55%"
"Dec 14, 2021","434.70","432.35","438.00","432.10","27.37M","0.79%"
"Dec 13, 2021","431.30","437.50","440.08","429.55","20.28M","-1.68%"
"Dec 10, 2021","438.65","439.50","441.90","438.15","19.65M","-0.41%"
"Dec 09, 2021","440.45","440.95","442.30","437.20","16.52M","0.03%"
"Dec 08, 2021","440.30","441.00","444.15","436.00","18.92M","-0.72%"
"Dec 07, 2021","443.50","442.50","445.80","440.65","18.19M","1.42%"
"Dec 06, 2021","437.30","434.00","438.80","432.90","13.97M","1.77%"
"Dec 03, 2021","429.70","435.00","437.30","427.51","21.92M","-0.44%"
"Dec 02, 2021","431.60","424.80","433.30","424.20","23.46M","0.56%"
"Dec 01, 2021","429.20","418.50","429.40","418.25","26.47M","2.35%"
"Nov 30, 2021","419.35","411.80","422.20","409.85","45.69M","0.70%"
"Nov 29, 2021","416.45","419.45","423.85","415.05","23.58M","0.58%"
"Nov 26, 2021","414.05","427.25","429.20","413.40","32.55M","-6.70%"
"Nov 25, 2021","443.80","444.50","445.75","439.85","10.15M","0.10%"
"Nov 24, 2021","443.35","442.85","447.35","442.15","12.67M","0.09%"
"Nov 23, 2021","442.95","434.00","446.85","433.80","16.99M","1.37%"
"Nov 22, 2021","436.95","434.25","437.95","431.40","17.46M","1.22%"
"Nov 19, 2021","431.70","439.50","445.99","428.70","34.15M","-1.66%"
"Nov 18, 2021","439.00","439.35","442.15","437.05","19.18M","-0.14%"
"Nov 17, 2021","439.60","439.50","443.05","438.15","24.37M","-0.09%"
"Nov 16, 2021","440.00","437.30","441.58","436.05","18.53M","0.76%"
"Nov 15, 2021","436.70","431.25","437.50","430.30","15.99M","0.58%"
"Nov 12, 2021","434.20","435.90","437.00","432.13","24.51M","0.15%"
"Nov 11, 2021","433.55","435.35","438.95","432.30","17.94M","0.52%"
"Nov 10, 2021","431.30","429.70","433.25","428.00","21.92M","0.37%"
"Nov 09, 2021","429.70","429.50","432.90","428.35","20.73M","-1.02%"
"Nov 08, 2021","434.15","435.60","438.70","434.03","19.07M","-0.71%"
"Nov 05, 2021","437.25","431.70","441.75","430.90","19.85M","0.87%"
"Nov 04, 2021","433.50","445.50","446.20","430.95","36.20M","-2.47%"
"Nov 03, 2021","444.50","442.40","444.50","440.40","19.10M","-0.01%"
"Nov 02, 2021","444.55","443.85","444.90","438.15","17.39M","-0.44%"
"Nov 01, 2021","446.50","441.00","447.50","441.00","17.53M","1.13%"
"Oct 29, 2021","441.50","436.70","443.35","435.60","30.96M","0.25%"
"Oct 28, 2021","440.40","441.20","443.20","436.50","22.63M","-0.97%"
"Oct 27, 2021","444.70","447.15","448.15","442.50","18.32M","-0.55%"
"Oct 26, 2021","447.15","441.35","447.95","440.45","28.29M","0.93%"
"Oct 25, 2021","443.05","438.30","443.05","433.55","27.68M","1.90%"
"Oct 22, 2021","434.80","434.10","437.95","432.25","19.56M","0.01%"
"Oct 21, 2021","434.75","432.40","436.60","431.35","17.58M","0.33%"
"Oct 20, 2021","433.30","432.10","435.20","429.80","15.96M","0.28%"
"Oct 19, 2021","432.10","432.00","434.10","430.00","15.77M","-0.16%"
"Oct 18, 2021","432.80","430.75","435.90","429.60","17.54M","-0.32%"
"Oct 15, 2021","434.20","432.00","436.05","430.70","36.06M","1.92%"
"Oct 14, 2021","426.00","428.50","429.95","425.15","16.00M","0.34%"
"Oct 13, 2021","424.55","430.65","430.65","422.45","24.54M","-1.04%"
"Oct 12, 2021","429.00","421.85","429.00","421.85","23.63M","-0.42%"
"Oct 11, 2021","430.80","420.45","430.80","420.45","43.02M","2.68%"
"Oct 08, 2021","419.55","412.85","421.28","412.55","33.08M","0.84%"
"Oct 07, 2021","416.05","411.00","419.60","408.00","40.14M","2.40%"
"Oct 06, 2021","406.30","398.75","410.15","397.90","48.15M","3.38%"
"Oct 05, 2021","393.00","386.05","394.70","386.05","16.30M","2.29%"
"Oct 04, 2021","384.20","384.00","389.89","382.40","20.74M","-1.14%"
"Oct 01, 2021","388.65","388.00","389.15","382.75","16.25M","-0.36%"
"Sep 30, 2021","390.05","394.15","394.70","389.60","22.99M","-0.88%"
"Sep 29, 2021","393.50","392.50","394.80","389.00","21.73M","2.11%"
"Sep 28, 2021","385.35","384.35","390.90","382.70","20.41M","-0.16%"
"Sep 27, 2021","385.95","381.20","387.40","378.35","23.03M","2.80%"
"Sep 24, 2021","375.45","376.70","377.00","372.45","27.59M","-0.37%"
"Sep 23, 2021","376.85","375.80","380.70","329.55","31.12M","0.39%"
"Sep 22, 2021","375.40","363.40","377.40","362.84","28.74M","4.35%"
"Sep 21, 2021","359.75","363.00","367.75","358.45","35.93M","-0.54%"
"Sep 20, 2021","361.70","369.10","370.95","361.70","32.88M","-3.82%"
"Sep 17, 2021","376.05","373.00","379.85","372.05","60.82M","1.94%"
"Sep 16, 2021","368.90","370.40","373.90","368.55","22.28M","-0.95%"
"Sep 15, 2021","372.45","372.10","375.40","371.05","20.51M","-0.12%"
"Sep 14, 2021","372.90","377.00","377.30","371.75","21.69M","-1.96%"
"Sep 13, 2021","380.35","378.35","380.85","376.85","11.25M","1.32%"
"Sep 10, 2021","375.40","377.70","380.50","373.80","12.10M","-0.28%"
"Sep 09, 2021","376.45","378.35","379.40","373.50","17.41M","-1.08%"
"Sep 08, 2021","380.55","379.50","381.75","375.65","17.42M","-0.51%"
"Sep 07, 2021","382.50","383.20","385.00","381.35","18.68M","-1.23%"
"Sep 06, 2021","387.25","385.25","387.85","384.20","7.82M","0.73%"
"Sep 03, 2021","384.45","386.20","387.55","383.25","14.20M","-0.72%"
"Sep 02, 2021","387.25","386.60","388.90","382.75","15.98M","0.13%"
"Sep 01, 2021","386.75","388.50","392.27","385.05","14.88M","0.14%"
"Aug 31, 2021","386.20","387.40","390.50","382.40","31.42M","-2.22%"
"Aug 27, 2021","394.95","392.95","395.40","390.90","12.89M","-0.13%"
"Aug 26, 2021","395.45","393.00","397.95","392.45","10.39M","-0.84%"
"Aug 25, 2021","398.80","390.00","398.80","387.85","22.30M","2.15%"
"Aug 24, 2021","390.40","393.55","393.55","387.20","21.20M","-1.23%"
"Aug 23, 2021","395.25","399.00","399.45","393.85","22.79M","-0.23%"
"Aug 20, 2021","396.15","395.40","398.00","393.90","32.62M","0.52%"
"Aug 19, 2021","394.10","396.00","397.80","393.50","14.28M","-2.80%"
"Aug 18, 2021","405.45","406.25","407.25","398.61","10.99M","-0.10%"
"Aug 17, 2021","405.85","407.65","408.85","401.75","18.77M","0.16%"
"Aug 16, 2021","405.20","409.75","411.30","404.15","17.73M","-1.53%"
"Aug 13, 2021","411.50","410.40","414.75","410.40","20.17M","0.38%"
"Aug 12, 2021","409.95","412.00","413.91","408.30","14.40M","-0.67%"
"Aug 11, 2021","412.70","410.00","413.35","408.65","15.28M","0.67%"
"Aug 10, 2021","409.95","406.35","410.05","404.25","32.18M","-0.19%"
"Aug 09, 2021","410.75","405.85","411.80","404.93","10.43M","0.22%"
"Aug 06, 2021","409.85","400.80","410.15","399.75","15.85M","1.72%"
"Aug 05, 2021","402.90","399.90","404.85","398.45","11.70M","0.62%"
"Aug 04, 2021","400.40","400.00","401.55","395.10","16.78M","0.59%"
"Aug 03, 2021","398.05","396.15","400.60","393.35","15.34M","0.48%"
"Aug 02, 2021","396.15","401.75","405.05","395.05","15.67M","-0.33%"
"Jul 30, 2021","397.45","396.70","400.35","394.00","18.53M","-0.89%"
"Jul 29, 2021","401.00","396.75","403.15","393.85","19.25M","1.11%"
"Jul 28, 2021","396.60","394.65","398.90","393.75","23.81M","-1.66%"
"Jul 27, 2021","403.30","407.00","407.40","399.10","17.26M","0.10%"
"Jul 26, 2021","402.90","399.50","405.20","392.90","18.21M","0.32%"
"Jul 23, 2021","401.60","400.50","405.00","400.10","8.86M","0.22%"
"Jul 22, 2021","400.70","404.30","407.78","399.90","13.19M","-0.29%"
"Jul 21, 2021","401.85","397.15","405.10","396.20","16.12M","1.53%"
"Jul 20, 2021","395.80","396.00","398.50","389.35","28.84M","1.02%"
"Jul 19, 2021","391.80","400.00","401.85","390.25","20.08M","-2.84%"
"Jul 16, 2021","403.25","410.75","411.65","401.75","19.98M","-1.35%"
"Jul 15, 2021","408.75","414.05","414.40","406.70","16.99M","-0.56%"
"Jul 14, 2021","411.05","411.30","416.10","410.10","11.96M","-0.28%"
"Jul 13, 2021","412.20","422.80","424.00","410.80","17.62M","-0.16%"
"Jul 12, 2021","412.85","410.05","413.85","405.45","11.62M","-0.30%"
"Jul 09, 2021","414.10","408.95","414.10","406.80","19.64M","0.85%"
"Jul 08, 2021","410.60","413.30","413.75","406.70","17.16M","-1.76%"
"Jul 07, 2021","417.95","414.90","419.15","413.75","14.86M","0.35%"
